person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25.0,62000.0,RENT,2.0,HOMEIMPROVEMENT,A,13000.0,6.91,0,0.21,N,2.0
24.0,33600.0,OWN,8.0,VENTURE,A,2500.0,6.39,0,0.07,N,3.0
22.0,95000.0,MORTGAGE,1.0,EDUCATION,C,7200.0,12.23,0,0.08,Y,4.0
21.0,33600.0,OWN,5.0,MEDICAL,A,10000.0,7.88,0,0.3,N,2.0
26.0,95000.0,MORTGAGE,10.0,EDUCATION,A,7275.0,6.91,0,0.08,N,4.0
22.0,64000.0,RENT,7.0,EDUCATION,D,13000.0,14.11,0,0.2,Y,3.0
21.0,33600.0,OWN,5.0,VENTURE,B,3000.0,11.83,0,0.09,N,4.0
24.0,65000.0,RENT,6.0,EDUCATION,C,13000.0,13.49,0,0.2,Y,2.0
23.0,95000.0,MORTGAGE,2.0,VENTURE,A,4000.0,7.88,0,0.04,N,3.0
22.0,65000.0,RENT,3.0,EDUCATION,E,13000.0,10.99,0,0.2,Y,4.0
22.0,95000.0,MORTGAGE,6.0,MEDICAL,A,12000.0,7.51,0,0.13,N,3.0
24.0,65004.0,RENT,0.0,VENTURE,B,13000.0,10.99,0,0.2,N,2.0
24.0,95000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,18000.0,7.88,0,0.19,N,2.0
25.0,95000.0,MORTGAGE,4.0,EDUCATION,A,6500.0,7.14,0,0.07,N,3.0
23.0,60000.0,RENT,3.0,MEDICAL,A,13000.0,7.66,1,0.22,N,4.0
21.0,95000.0,MORTGAGE,5.0,VENTURE,A,15000.0,10.99,0,0.16,N,2.0
24.0,67500.0,RENT,1.0,VENTURE,C,13000.0,13.98,0,0.19,Y,3.0
26.0,95000.0,MORTGAGE,0.0,EDUCATION,D,20000.0,14.96,0,0.21,N,3.0
26.0,95000.0,MORTGAGE,10.0,VENTURE,B,5000.0,9.88,0,0.05,N,2.0
24.0,95000.0,MORTGAGE,8.0,VENTURE,D,16000.0,15.33,0,0.17,N,3.0
23.0,95000.0,MORTGAGE,7.0,EDUCATION,C,15000.0,12.73,0,0.16,Y,4.0
24.0,95000.0,MORTGAGE,2.0,VENTURE,B,20000.0,10.62,0,0.21,N,4.0
24.0,95000.0,MORTGAGE,2.0,EDUCATION,A,5000.0,7.88,0,0.05,N,3.0
23.0,69996.0,RENT,8.0,EDUCATION,B,13000.0,11.58,0,0.19,N,3.0
22.0,95000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000.0,10.99,0,0.13,N,4.0
23.0,95000.0,OWN,2.0,EDUCATION,A,10900.0,7.74,0,0.11,N,4.0
24.0,70000.0,RENT,0.0,HOMEIMPROVEMENT,A,13000.0,7.9,0,0.19,N,3.0
26.0,95000.0,OWN,0.0,MEDICAL,A,1000.0,8.94,0,0.01,N,4.0
24.0,70000.0,RENT,2.0,DEBTCONSOLIDATION,B,13000.0,10.0,0,0.19,N,2.0
26.0,95000.0,OWN,5.0,EDUCATION,A,8000.0,10.99,0,0.08,N,2.0
23.0,95000.0,MORTGAGE,7.0,EDUCATION,B,14400.0,11.83,0,0.15,N,3.0
23.0,83000.0,MORTGAGE,5.0,EDUCATION,B,20000.0,11.83,1,0.24,N,4.0
23.0,83000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5000.0,14.61,1,0.06,N,2.0
24.0,75000.0,RENT,3.0,HOMEIMPROVEMENT,B,13000.0,10.99,0,0.17,N,4.0
21.0,83000.0,MORTGAGE,5.0,PERSONAL,C,15000.0,12.84,1,0.18,Y,4.0
23.0,95000.0,MORTGAGE,7.0,PERSONAL,A,6000.0,7.68,0,0.06,N,3.0
25.0,95000.0,MORTGAGE,0.0,VENTURE,A,4000.0,8.0,0,0.04,N,4.0
23.0,75000.0,RENT,6.0,DEBTCONSOLIDATION,A,13000.0,6.91,0,0.17,N,2.0
21.0,33009.0,OWN,5.0,VENTURE,B,12000.0,11.48,0,0.36,N,4.0
23.0,33004.0,OWN,5.0,EDUCATION,A,5000.0,8.59,0,0.15,N,4.0
25.0,75000.0,RENT,4.0,DEBTCONSOLIDATION,B,13000.0,11.48,0,0.17,N,4.0
23.0,76000.0,RENT,3.0,MEDICAL,C,13000.0,10.99,0,0.17,Y,2.0
22.0,95000.0,MORTGAGE,3.0,PERSONAL,A,10000.0,9.07,0,0.11,N,3.0
25.0,83195.0,RENT,9.0,PERSONAL,B,13000.0,11.71,0,0.16,N,3.0
24.0,84000.0,RENT,3.0,MEDICAL,B,13000.0,11.83,0,0.15,N,3.0
25.0,95000.0,MORTGAGE,7.0,PERSONAL,A,5000.0,7.43,0,0.05,N,2.0
25.0,95004.0,OWN,9.0,EDUCATION,B,2800.0,9.91,0,0.03,N,3.0
23.0,86000.0,RENT,6.0,EDUCATION,B,13000.0,10.62,0,0.15,N,3.0
21.0,83004.0,MORTGAGE,2.0,DEBTCONSOLIDATION,D,10000.0,15.28,1,0.12,N,4.0
24.0,95004.0,MORTGAGE,0.0,MEDICAL,C,18000.0,13.35,0,0.19,N,3.0
25.0,87000.0,RENT,6.0,DEBTCONSOLIDATION,A,13000.0,7.29,0,0.15,N,2.0
24.0,95004.0,MORTGAGE,8.0,VENTURE,A,16000.0,5.79,0,0.17,N,4.0
23.0,90000.0,RENT,4.0,DEBTCONSOLIDATION,C,13000.0,12.73,0,0.14,N,2.0
25.0,95004.0,MORTGAGE,9.0,EDUCATION,A,18000.0,7.51,0,0.19,N,4.0
23.0,95004.0,MORTGAGE,4.0,VENTURE,A,10000.0,7.51,0,0.11,N,4.0
22.0,95004.0,OWN,6.0,EDUCATION,B,7200.0,10.95,0,0.08,N,4.0
24.0,90000.0,RENT,0.0,PERSONAL,A,13000.0,8.94,0,0.14,N,4.0
25.0,95111.0,MORTGAGE,9.0,PERSONAL,C,18000.0,14.72,0,0.19,N,4.0
24.0,83290.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000.0,9.32,1,0.07,N,3.0
23.0,95327.0,OWN,4.0,VENTURE,A,4325.0,7.74,0,0.05,N,2.0
21.0,95400.0,MORTGAGE,0.0,PERSONAL,A,12000.0,5.42,0,0.13,N,2.0
26.0,95400.0,MORTGAGE,8.0,PERSONAL,C,5000.0,12.68,0,0.05,N,3.0
26.0,69700.0,RENT,4.0,MEDICAL,D,13000.0,14.42,1,0.16,Y,2.0
24.0,110000.0,RENT,4.0,DEBTCONSOLIDATION,A,13000.0,8.9,0,0.12,N,2.0
26.0,110400.0,RENT,9.0,EDUCATION,A,13000.0,7.9,0,0.12,N,3.0
24.0,95610.0,MORTGAGE,8.0,VENTURE,B,6000.0,10.99,0,0.06,N,4.0
23.0,95620.0,MORTGAGE,7.0,EDUCATION,D,13500.0,14.96,0,0.14,Y,4.0
24.0,90100.0,RENT,6.0,MEDICAL,B,13000.0,12.69,1,0.12,N,4.0
23.0,120000.0,RENT,7.0,PERSONAL,B,13000.0,11.71,0,0.11,N,4.0
26.0,108000.0,RENT,3.0,HOMEIMPROVEMENT,D,13000.0,15.99,1,0.12,Y,3.0
24.0,83904.0,MORTGAGE,8.0,DEBTCONSOLIDATION,D,16000.0,16.07,1,0.19,Y,4.0
25.0,96000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,21000.0,14.65,0,0.22,N,3.0
25.0,96000.0,MORTGAGE,4.0,VENTURE,B,10925.0,12.69,0,0.11,N,4.0
22.0,71400.0,MORTGAGE,4.0,MEDICAL,C,21496.875,15.27,1,0.26,Y,2.0
22.0,96000.0,MORTGAGE,0.0,EDUCATION,A,3000.0,7.9,0,0.03,N,3.0
22.0,96000.0,MORTGAGE,4.0,EDUCATION,B,5500.0,12.69,0,0.06,N,3.0
22.0,96000.0,MORTGAGE,6.0,EDUCATION,C,6000.0,13.49,0,0.06,N,3.0
23.0,96000.0,MORTGAGE,4.0,PERSONAL,A,9000.0,6.62,0,0.09,N,4.0
25.0,96000.0,MORTGAGE,9.0,MEDICAL,A,14000.0,6.03,0,0.15,N,3.0
23.0,96000.0,MORTGAGE,5.0,PERSONAL,A,1500.0,6.62,0,0.02,N,3.0
25.0,57840.0,RENT,5.0,MEDICAL,B,13600.0,9.99,0,0.24,N,2.0
24.0,96000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000.0,8.9,0,0.05,N,4.0
25.0,68000.0,RENT,2.0,DEBTCONSOLIDATION,B,13600.0,10.0,0,0.2,N,3.0
22.0,70000.0,RENT,5.0,PERSONAL,A,13600.0,7.29,0,0.19,N,4.0
24.0,96000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4800.0,11.99,0,0.05,N,3.0
26.0,96000.0,MORTGAGE,3.0,PERSONAL,A,10000.0,5.42,0,0.1,N,3.0
22.0,70000.0,RENT,6.0,PERSONAL,B,13600.0,12.21,0,0.19,N,4.0
25.0,73000.0,RENT,9.0,PERSONAL,B,13600.0,11.99,0,0.19,N,2.0
23.0,78625.0,RENT,3.0,PERSONAL,B,13600.0,9.88,0,0.17,N,3.0
25.0,96000.0,MORTGAGE,10.0,VENTURE,A,20000.0,6.99,0,0.21,N,3.0
23.0,96000.0,MORTGAGE,2.0,MEDICAL,A,12000.0,7.49,0,0.13,N,4.0
24.0,96000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000.0,5.99,0,0.11,N,2.0
23.0,85000.0,RENT,5.0,PERSONAL,A,13600.0,6.03,0,0.16,N,3.0
24.0,96000.0,MORTGAGE,6.0,VENTURE,A,12000.0,5.42,0,0.13,N,4.0
25.0,33000.0,OWN,7.0,VENTURE,B,8000.0,10.38,0,0.24,N,2.0
23.0,96000.0,OWN,8.0,MEDICAL,C,8000.0,13.49,0,0.08,N,3.0
24.0,96000.0,MORTGAGE,8.0,VENTURE,A,4200.0,5.99,0,0.04,N,3.0
26.0,64900.0,RENT,4.0,MEDICAL,B,13625.0,10.99,0,0.21,N,3.0
23.0,96000.0,MORTGAGE,7.0,EDUCATION,A,4000.0,5.42,0,0.04,N,2.0
23.0,96000.0,MORTGAGE,1.0,EDUCATION,A,10000.0,7.49,0,0.1,N,3.0
22.0,96000.0,MORTGAGE,6.0,EDUCATION,A,9000.0,7.49,0,0.09,N,4.0
25.0,33000.0,RENT,0.0,DEBTCONSOLIDATION,E,13650.0,16.35,1,0.39,N,4.0
21.0,33000.0,OWN,2.0,EDUCATION,C,11000.0,13.11,0,0.33,Y,3.0
24.0,96000.0,MORTGAGE,2.0,VENTURE,B,4200.0,10.99,0,0.04,N,4.0
24.0,33000.0,OWN,9.0,VENTURE,C,8000.0,14.26,0,0.24,Y,3.0
21.0,33000.0,OWN,4.0,EDUCATION,D,5000.0,14.61,0,0.15,Y,3.0
25.0,84000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,5000.0,16.02,1,0.06,N,3.0
26.0,96000.0,MORTGAGE,6.0,MEDICAL,B,20000.0,11.11,0,0.21,N,4.0
23.0,96000.0,MORTGAGE,2.0,PERSONAL,A,7000.0,5.79,0,0.07,N,3.0
26.0,96000.0,MORTGAGE,4.0,VENTURE,B,11625.0,10.0,0,0.12,N,3.0
26.0,96000.0,MORTGAGE,10.0,VENTURE,A,8000.0,7.29,0,0.08,N,4.0
23.0,96000.0,MORTGAGE,0.0,VENTURE,B,20000.0,11.11,0,0.21,N,2.0
23.0,33000.0,OWN,5.0,VENTURE,B,3600.0,11.58,0,0.11,N,4.0
25.0,45000.0,RENT,3.0,MEDICAL,E,13650.0,18.79,1,0.3,N,2.0
25.0,96000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18250.0,11.11,0,0.19,N,4.0
22.0,96000.0,MORTGAGE,2.0,EDUCATION,A,12000.0,10.99,0,0.13,N,3.0
26.0,96000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000.0,5.79,0,0.17,N,2.0
25.0,35000.0,RENT,0.0,DEBTCONSOLIDATION,A,13750.0,7.51,1,0.39,N,4.0
25.0,84000.0,MORTGAGE,9.0,PERSONAL,D,3500.0,14.84,1,0.04,N,2.0
22.0,96000.0,MORTGAGE,3.0,EDUCATION,A,20000.0,7.88,0,0.21,N,3.0
26.0,32956.0,OWN,10.0,MEDICAL,A,10000.0,8.49,0,0.3,N,3.0
22.0,53591.0,RENT,6.0,EDUCATION,D,13750.0,14.96,0,0.26,N,2.0
23.0,96000.0,MORTGAGE,1.0,VENTURE,B,5000.0,10.38,0,0.05,N,4.0
21.0,32868.0,OWN,2.0,VENTURE,C,2500.0,13.61,0,0.08,Y,3.0
23.0,32800.0,OWN,3.0,VENTURE,A,8000.0,7.29,0,0.24,N,3.0
22.0,96000.0,MORTGAGE,4.0,VENTURE,A,8000.0,7.88,0,0.08,N,4.0
24.0,96000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000.0,7.51,0,0.16,N,4.0
22.0,32760.0,OWN,2.0,VENTURE,C,7000.0,11.78,0,0.21,Y,4.0
23.0,96000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000.0,7.51,0,0.05,N,2.0
24.0,32700.0,OWN,8.0,EDUCATION,A,4200.0,7.29,0,0.13,N,2.0
24.0,96000.0,MORTGAGE,8.0,MEDICAL,B,2000.0,10.38,0,0.02,N,3.0
24.0,79000.0,RENT,2.0,HOMEIMPROVEMENT,A,13800.0,8.49,0,0.17,N,2.0
25.0,80600.0,RENT,9.0,PERSONAL,B,13800.0,11.99,0,0.17,N,3.0
25.0,96000.0,MORTGAGE,6.0,EDUCATION,B,20000.0,10.99,0,0.21,N,2.0
25.0,96000.0,OWN,0.0,EDUCATION,B,4000.0,9.88,0,0.04,N,3.0
24.0,105000.0,RENT,2.0,VENTURE,A,13800.0,7.66,0,0.13,N,2.0
22.0,96000.0,MORTGAGE,3.0,VENTURE,B,5000.0,10.99,0,0.05,N,4.0
26.0,96000.0,MORTGAGE,3.0,EDUCATION,C,12000.0,13.11,0,0.13,N,4.0
23.0,96000.0,MORTGAGE,4.0,EDUCATION,B,20000.0,10.99,0,0.21,N,3.0
23.0,32500.0,OWN,2.0,VENTURE,C,5000.0,13.99,0,0.15,Y,3.0
25.0,32500.0,OWN,9.0,MEDICAL,B,3600.0,10.99,0,0.11,N,4.0
26.0,96000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000.0,10.99,0,0.1,N,4.0
22.0,71400.0,MORTGAGE,2.0,MEDICAL,D,15000.0,14.96,1,0.18,Y,3.0
26.0,71400.0,OWN,9.0,MEDICAL,E,16500.0,16.45,1,0.2,N,3.0
26.0,117500.0,RENT,0.0,VENTURE,A,13800.0,7.49,0,0.12,N,3.0
24.0,32500.0,OWN,2.0,EDUCATION,D,5600.0,14.42,0,0.17,N,3.0
26.0,96000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000.0,16.7,0,0.21,N,4.0
25.0,96000.0,MORTGAGE,0.0,VENTURE,B,5000.0,11.83,0,0.05,N,4.0
25.0,76400.0,RENT,3.0,VENTURE,B,13900.0,10.62,0,0.18,N,4.0
21.0,96000.0,OWN,1.0,EDUCATION,B,7000.0,12.53,0,0.07,N,4.0
24.0,96000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6000.0,13.92,0,0.06,Y,4.0
26.0,42000.0,RENT,3.0,VENTURE,A,14000.0,6.92,1,0.33,N,2.0
23.0,96000.0,OTHER,3.0,EDUCATION,E,12000.0,10.99,0,0.13,Y,2.0
26.0,42000.0,RENT,4.0,DEBTCONSOLIDATION,B,14000.0,9.45,1,0.33,N,2.0
22.0,96000.0,MORTGAGE,3.0,EDUCATION,C,11400.0,13.04,0,0.12,Y,2.0
25.0,84000.0,MORTGAGE,0.0,EDUCATION,F,2125.0,15.01,1,0.03,Y,4.0
24.0,42996.0,RENT,2.0,MEDICAL,A,14000.0,7.51,1,0.33,N,2.0
23.0,96060.0,MORTGAGE,7.0,MEDICAL,A,10000.0,5.42,0,0.1,N,2.0
24.0,96216.0,MORTGAGE,5.0,VENTURE,A,14400.0,7.88,0,0.15,N,4.0
26.0,96300.0,MORTGAGE,10.0,PERSONAL,A,15000.0,6.17,0,0.16,N,3.0
22.0,96384.0,MORTGAGE,6.0,VENTURE,B,18000.0,10.25,0,0.19,N,3.0
25.0,96500.0,MORTGAGE,0.0,PERSONAL,A,10000.0,6.17,0,0.1,N,2.0
26.0,96500.0,MORTGAGE,4.0,VENTURE,A,18000.0,7.51,0,0.19,N,4.0
24.0,96500.0,MORTGAGE,1.0,EDUCATION,E,14000.0,17.19,0,0.15,N,4.0
25.0,96720.0,MORTGAGE,9.0,EDUCATION,A,18000.0,7.9,0,0.19,N,4.0
25.0,39000.0,RENT,4.0,PERSONAL,D,14000.0,16.49,1,0.36,N,3.0
24.0,96900.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9300.0,6.17,0,0.1,N,2.0
23.0,97000.0,MORTGAGE,5.0,EDUCATION,B,12000.0,9.91,0,0.12,N,2.0
25.0,97000.0,MORTGAGE,9.0,PERSONAL,C,8000.0,10.99,0,0.08,N,4.0
24.0,97000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6400.0,15.96,0,0.07,Y,2.0
26.0,97000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000.0,6.62,0,0.04,N,4.0
22.0,97000.0,MORTGAGE,4.0,PERSONAL,A,5000.0,6.99,0,0.05,N,4.0
22.0,46000.0,RENT,6.0,EDUCATION,A,14000.0,8.49,0,0.3,N,4.0
23.0,97000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,16000.0,6.62,0,0.16,N,2.0
24.0,40000.0,RENT,4.0,MEDICAL,D,14000.0,15.58,1,0.35,Y,3.0
24.0,97000.0,MORTGAGE,6.0,PERSONAL,B,8000.0,11.11,0,0.08,N,4.0
23.0,46800.0,RENT,4.0,EDUCATION,B,14000.0,10.37,0,0.3,N,3.0
23.0,97000.0,OWN,7.0,MEDICAL,B,15000.0,9.63,0,0.15,N,4.0
24.0,97000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,21496.875,12.68,0,0.23,N,3.0
23.0,97000.0,MORTGAGE,0.0,PERSONAL,E,15000.0,16.4,0,0.15,Y,3.0
24.0,46800.0,RENT,4.0,DEBTCONSOLIDATION,A,14000.0,7.88,0,0.3,N,4.0
22.0,97000.0,MORTGAGE,6.0,EDUCATION,A,12975.0,6.91,0,0.13,N,4.0
26.0,97000.0,MORTGAGE,4.0,MEDICAL,C,6000.0,13.61,0,0.06,N,3.0
23.0,97000.0,MORTGAGE,1.0,PERSONAL,A,5000.0,7.51,0,0.05,N,3.0
24.0,97000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6800.0,13.61,0,0.07,Y,4.0
23.0,42000.0,RENT,2.0,PERSONAL,D,14000.0,16.89,1,0.33,N,3.0
23.0,97000.0,MORTGAGE,7.0,EDUCATION,A,4800.0,10.99,0,0.05,N,2.0
22.0,97000.0,MORTGAGE,6.0,MEDICAL,C,10000.0,13.57,0,0.1,Y,3.0
23.0,97000.0,MORTGAGE,8.0,PERSONAL,E,4000.0,16.32,0,0.04,Y,3.0
26.0,44000.0,RENT,10.0,DEBTCONSOLIDATION,D,14000.0,14.83,1,0.32,N,2.0
23.0,97000.0,MORTGAGE,7.0,VENTURE,C,1800.0,10.99,0,0.02,Y,2.0
22.0,97000.0,MORTGAGE,0.0,EDUCATION,C,7500.0,11.34,0,0.08,Y,4.0
24.0,97000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,12000.0,10.28,0,0.12,N,2.0
26.0,85200.0,MORTGAGE,5.0,HOMEIMPROVEMENT,E,14000.0,10.99,1,0.16,Y,2.0
26.0,97333.0,OWN,3.0,HOMEIMPROVEMENT,A,10000.0,5.99,0,0.1,N,2.0
24.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,B,14000.0,9.88,0,0.28,N,2.0
24.0,50004.0,RENT,0.0,EDUCATION,B,14000.0,12.21,0,0.28,N,3.0
23.0,97600.0,MORTGAGE,7.0,MEDICAL,A,14500.0,7.51,0,0.15,N,2.0
25.0,97700.0,MORTGAGE,6.0,PERSONAL,A,8000.0,7.49,0,0.08,N,2.0
26.0,97700.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,10400.0,9.32,0,0.11,N,3.0
23.0,97781.0,MORTGAGE,7.0,MEDICAL,A,5575.0,6.54,0,0.06,N,3.0
23.0,97781.0,MORTGAGE,7.0,VENTURE,A,15000.0,6.54,0,0.15,N,3.0
23.0,52000.0,RENT,7.0,EDUCATION,A,14000.0,6.91,0,0.27,N,3.0
23.0,32000.0,OWN,7.0,EDUCATION,C,3500.0,15.27,0,0.11,N,3.0
22.0,85992.0,MORTGAGE,6.0,DEBTCONSOLIDATION,D,3500.0,14.74,1,0.04,Y,3.0
24.0,98000.0,OWN,8.0,HOMEIMPROVEMENT,A,12000.0,6.03,0,0.12,N,3.0
23.0,52800.0,RENT,4.0,VENTURE,C,14000.0,14.27,0,0.27,N,3.0
24.0,98000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000.0,11.71,0,0.1,N,3.0
24.0,98000.0,MORTGAGE,8.0,VENTURE,A,10000.0,6.62,0,0.1,N,3.0
21.0,53000.0,RENT,2.0,EDUCATION,C,14000.0,14.65,0,0.26,N,3.0
25.0,98000.0,MORTGAGE,9.0,EDUCATION,A,2000.0,5.42,0,0.02,N,4.0
24.0,98000.0,OWN,8.0,VENTURE,A,12000.0,7.49,0,0.12,N,2.0
22.0,32000.0,OWN,2.0,MEDICAL,A,3000.0,6.99,0,0.09,N,4.0
26.0,98000.0,MORTGAGE,5.0,MEDICAL,A,12000.0,8.49,0,0.12,N,3.0
23.0,98000.0,OWN,6.0,EDUCATION,D,10000.0,18.07,0,0.1,Y,3.0
21.0,98000.0,MORTGAGE,5.0,PERSONAL,B,6000.0,10.59,0,0.06,N,4.0
24.0,98000.0,MORTGAGE,8.0,PERSONAL,B,6500.0,11.11,0,0.07,N,3.0
25.0,54000.0,RENT,2.0,PERSONAL,B,14000.0,10.99,0,0.26,N,4.0
25.0,86000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5000.0,10.36,1,0.06,N,2.0
22.0,54000.0,RENT,0.0,MEDICAL,A,14000.0,7.14,0,0.26,N,2.0
23.0,98000.0,MORTGAGE,7.0,VENTURE,A,10000.0,10.99,0,0.1,N,4.0
22.0,48000.0,RENT,1.0,PERSONAL,C,14000.0,13.92,1,0.29,N,3.0
22.0,86000.0,MORTGAGE,7.0,EDUCATION,C,18000.0,13.48,1,0.21,N,2.0
26.0,98000.0,MORTGAGE,7.0,VENTURE,A,14000.0,7.88,0,0.14,N,3.0
24.0,86000.0,MORTGAGE,0.0,PERSONAL,B,20000.0,10.99,1,0.23,N,4.0
25.0,55000.0,RENT,9.0,HOMEIMPROVEMENT,A,14000.0,6.62,0,0.25,N,2.0
26.0,55000.0,RENT,2.0,EDUCATION,B,14000.0,9.99,0,0.25,N,4.0
23.0,98000.0,MORTGAGE,3.0,VENTURE,A,10000.0,8.94,0,0.1,N,3.0
23.0,86000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4800.0,16.0,1,0.06,Y,3.0
23.0,98000.0,MORTGAGE,4.0,EDUCATION,A,14500.0,8.94,0,0.15,N,3.0
23.0,32000.0,OWN,4.0,PERSONAL,C,7500.0,12.98,0,0.23,N,3.0
25.0,98000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,1000.0,11.14,0,0.01,N,4.0
23.0,98000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000.0,13.57,0,0.2,N,4.0
25.0,98000.0,MORTGAGE,2.0,PERSONAL,A,6400.0,9.63,0,0.07,N,4.0
25.0,98000.0,OWN,0.0,PERSONAL,A,2000.0,7.37,0,0.02,N,2.0
22.0,98004.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000.0,7.66,0,0.16,N,3.0
25.0,86004.0,MORTGAGE,3.0,PERSONAL,A,15000.0,6.91,1,0.17,N,4.0
23.0,55000.0,RENT,3.0,VENTURE,C,14000.0,11.66,0,0.25,N,3.0
21.0,55260.0,RENT,0.0,EDUCATION,A,14000.0,6.54,0,0.25,N,2.0
23.0,73185.0,MORTGAGE,7.0,MEDICAL,B,7000.0,9.63,1,0.08,N,2.0
21.0,98132.0,MORTGAGE,5.0,MEDICAL,B,15000.0,11.36,0,0.15,N,4.0
21.0,98280.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000.0,6.62,0,0.1,N,2.0
23.0,98280.0,MORTGAGE,7.0,EDUCATION,A,9400.0,6.62,0,0.1,N,3.0
23.0,98400.0,MORTGAGE,7.0,EDUCATION,A,9000.0,6.62,0,0.09,N,4.0
26.0,98400.0,MORTGAGE,4.0,VENTURE,A,8450.0,6.99,0,0.09,N,2.0
22.0,55992.0,RENT,6.0,VENTURE,B,14000.0,12.21,0,0.25,N,3.0
24.0,98400.0,MORTGAGE,0.0,EDUCATION,C,8000.0,12.68,0,0.08,N,2.0
23.0,98400.0,MORTGAGE,0.0,EDUCATION,B,10000.0,11.14,0,0.1,N,4.0
22.0,56000.0,RENT,5.0,EDUCATION,C,14000.0,14.35,0,0.25,Y,4.0
23.0,32000.0,OWN,2.0,VENTURE,A,6500.0,8.59,0,0.2,N,2.0
24.0,98518.0,MORTGAGE,8.0,VENTURE,A,10000.0,8.59,0,0.1,N,3.0
25.0,56004.0,RENT,0.0,DEBTCONSOLIDATION,A,14000.0,6.92,0,0.25,N,2.0
26.0,98700.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,9600.0,13.06,0,0.1,N,3.0
24.0,56004.0,RENT,2.0,MEDICAL,C,14000.0,12.61,0,0.25,N,2.0
23.0,98800.0,MORTGAGE,7.0,VENTURE,B,1000.0,11.49,0,0.01,N,3.0
22.0,99000.0,MORTGAGE,6.0,VENTURE,A,18000.0,8.9,0,0.18,N,3.0
24.0,99000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000.0,6.03,0,0.12,N,2.0
26.0,57600.0,RENT,10.0,VENTURE,B,14000.0,10.37,0,0.24,N,2.0
26.0,99000.0,MORTGAGE,10.0,VENTURE,B,5000.0,11.49,0,0.05,N,2.0
25.0,58000.0,RENT,5.0,MEDICAL,C,14000.0,12.61,0,0.24,Y,3.0
26.0,60000.0,RENT,2.0,MEDICAL,B,14000.0,12.69,0,0.23,N,4.0
22.0,60000.0,RENT,6.0,PERSONAL,A,14000.0,6.03,0,0.23,N,2.0
25.0,99000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15000.0,6.17,0,0.15,N,4.0
23.0,60000.0,RENT,4.0,EDUCATION,D,14000.0,14.84,0,0.23,Y,3.0
23.0,99000.0,MORTGAGE,8.0,EDUCATION,A,1800.0,7.88,0,0.02,N,2.0
26.0,99000.0,MORTGAGE,9.0,MEDICAL,C,20000.0,14.22,0,0.2,N,4.0
24.0,99000.0,MORTGAGE,8.0,EDUCATION,B,12250.0,9.88,0,0.12,N,2.0
22.0,60000.0,RENT,7.0,VENTURE,A,14000.0,7.88,0,0.23,N,2.0
26.0,99085.0,MORTGAGE,10.0,VENTURE,D,8000.0,14.91,0,0.08,Y,4.0
24.0,87220.0,MORTGAGE,7.0,VENTURE,C,8000.0,10.99,1,0.09,Y,3.0
22.0,60000.0,RENT,3.0,DEBTCONSOLIDATION,C,14000.0,13.48,0,0.23,Y,3.0
25.0,99473.0,MORTGAGE,9.0,PERSONAL,B,8500.0,11.58,0,0.09,N,2.0
25.0,54000.0,RENT,6.0,DEBTCONSOLIDATION,D,14000.0,14.59,1,0.26,Y,4.0
